FLIGHT_DATE,FLIGHT_MONTH,FLIGHT_TIME,TIME_OF_DAY,AIRLINE_CD,FLIGHT_NO,DEPARTURE_STATION_NAME,DEPARTURE_STATION_CD,DEPARTURE_STATION_GEO_LOCATION,ARRIVAL_STATION_NAME,ARRIVAL_STATION_CD,ARRIVAL_STATION_GEO_LOCATION,ARRIVAL_COUNTRY,ARRIVAL_REGION,HAUL,AIRCRAFT_TYPE,AIRCRAFT_NAME,FIRST_CLASS_SEATS,BUSINESS_CLASS_SEATS,ECONOMY_SEATS,TIER1_ELIGIBLE_PAX,TIER2_ELIGIBLE_PAX,TIER3_ELIGIBLE_PAX
02-04-2025,April,17:04,Afternoon,BA,BA8677,London Heathrow Airport,LHR,London,O'Hare International Airport,ORD,Chicago,USA,North America,LONG,B787,Boeing 787,8,42,166,0,2,14
02-04-2025,April,17:07,Afternoon,BA,BA9984,London Heathrow Airport,LHR,London,Frankfurt Airport,FRA,Frankfurt,Germany,Europe,SHORT,A320,Airbus 320,0,12,168,0,7,28
02-04-2025,April,17:16,Afternoon,BA,BA9909,London Heathrow Airport,LHR,London,Istanbul Airport,IST,Istanbul,Turkey,Europe,SHORT,A320,Airbus 320,0,9,171,0,13,46
02-04-2025,April,17:21,Afternoon,BA,BA8084,London Heathrow Airport,LHR,London,Zurich Airport,ZRH,Zurich,Switzerland,Europe,SHORT,A320,Airbus 320,0,8,172,0,10,37
02-04-2025,April,17:27,Afternoon,BA,BA3334,London Heathrow Airport,LHR,London,Haneda Airport (Tokyo International Airport),HND,Tokyo,Japan,Asia,LONG,B777,Boeing 777,0,32,300,0,10,36
02-04-2025,April,17:29,Afternoon,BA,BA9141,London Heathrow Airport,LHR,London,Charles de Gaulle Airport,CDG,Paris,France,Europe,SHORT,A320,Airbus 320,0,11,169,1,13,46
02-04-2025,April,18:40,Evening,BA,BA2375,London Heathrow Airport,LHR,London,Charles de Gaulle Airport,CDG,Paris,France,Europe,SHORT,A320,Airbus 320,0,18,162,1,13,45
02-04-2025,April,18:49,Evening,BA,BA3560,London Heathrow Airport,LHR,London,Munich Airport,MUC,Munich,Germany,Europe,SHORT,A320,Airbus 320,0,16,164,0,9,34
02-04-2025,April,19:25,Evening,BA,BA8645,London Heathrow Airport,LHR,London,Vienna International Airport,VIE,Vienna,Austria,Europe,SHORT,A320,Airbus 320,0,7,173,0,5,23
02-04-2025,April,20:08,Evening,BA,BA5301,London Heathrow Airport,LHR,London,Josep Tarradellas Barcelona-El Part Airport,BCN,Barcelona,Spain,Europe,SHORT,A320,Airbus 320,0,4,176,0,11,40
02-04-2025,April,20:31,Evening,BA,BA2451,London Heathrow Airport,LHR,London,Josep Tarradellas Barcelona-El Part Airport,BCN,Barcelona,Spain,Europe,SHORT,A320,Airbus 320,0,12,168,0,0,10
02-04-2025,April,20:46,Evening,BA,BA4800,London Heathrow Airport,LHR,London,Charles de Gaulle Airport,CDG,Paris,France,Europe,SHORT,A320,Airbus 320,0,13,167,0,9,35
02-04-2025,April,20:58,Evening,BA,BA5486,London Heathrow Airport,LHR,London,Los Angeles International Airport,LAX,Los Angeles,USA,North America,LONG,B777,Boeing 777,8,49,178,0,6,25
02-04-2025,April,21:06,Evening,BA,BA6158,London Heathrow Airport,LHR,London,Zurich Airport,ZRH,Zurich,Switzerland,Europe,SHORT,A320,Airbus 320,0,4,176,0,13,44
02-04-2025,April,21:08,Evening,BA,BA7966,London Heathrow Airport,LHR,London,Amsterdam Airport Schiphol,AMS,Amsterdam,Netherlands,Europe,SHORT,A320,Airbus 320,0,11,169,1,7,28
02-04-2025,April,21:17,Evening,BA,BA5814,London Heathrow Airport,LHR,London,Adolfo Suárez Madrid–Barajas Airport,MAD,Madrid,Spain,Europe,SHORT,A320,Airbus 320,0,15,165,0,6,26
02-04-2025,April,21:57,Evening,BA,BA5580,London Heathrow Airport,LHR,London,Los Angeles International Airport,LAX,Los Angeles,USA,North America,LONG,B777,Boeing 777,8,49,178,0,7,29
02-04-2025,April,22:02,Evening,BA,BA5870,London Heathrow Airport,LHR,London,Josep Tarradellas Barcelona-El Part Airport,BCN,Barcelona,Spain,Europe,SHORT,A320,Airbus 320,0,6,174,0,5,23
02-04-2025,April,22:39,Evening,BA,BA9719,London Heathrow Airport,LHR,London,Haneda Airport (Tokyo International Airport),HND,Tokyo,Japan,Asia,LONG,B787,Boeing 787,0,31,173,3,7,29
02-04-2025,April,22:43,Evening,BA,BA3442,London Heathrow Airport,LHR,London,Munich Airport,MUC,Munich,Germany,Europe,SHORT,A320,Airbus 320,0,2,178,0,9,34
03-04-2025,April,14:17,Afternoon,BA,BA9302,London Heathrow Airport,LHR,London,Zurich Airport,ZRH,Zurich,Switzerland,Europe,SHORT,A320,Airbus 320,0,7,173,0,11,41
03-04-2025,April,14:23,Afternoon,BA,BA9408,London Heathrow Airport,LHR,London,Charles de Gaulle Airport,CDG,Paris,France,Europe,SHORT,A320,Airbus 320,0,11,169,1,10,38
03-04-2025,April,16:02,Afternoon,BA,BA2316,London Heathrow Airport,LHR,London,Amsterdam Airport Schiphol,AMS,Amsterdam,Netherlands,Europe,SHORT,A320,Airbus 320,0,11,169,0,8,30
03-04-2025,April,16:18,Afternoon,BA,BA7662,London Heathrow Airport,LHR,London,Charles de Gaulle Airport,CDG,Paris,France,Europe,SHORT,A320,Airbus 320,0,20,160,1,0,0
03-04-2025,April,16:27,Afternoon,BA,BA2215,London Heathrow Airport,LHR,London,Vienna International Airport,VIE,Vienna,Austria,Europe,SHORT,A320,Airbus 320,0,17,163,0,12,43
03-04-2025,April,16:46,Afternoon,BA,BA5048,London Heathrow Airport,LHR,London,Los Angeles International Airport,LAX,Los Angeles,USA,North America,LONG,B777,Boeing 777,0,48,224,0,15,50
03-04-2025,April,16:58,Afternoon,BA,BA9664,London Heathrow Airport,LHR,London,Vienna International Airport,VIE,Vienna,Austria,Europe,SHORT,A320,Airbus 320,0,11,169,2,6,25
03-04-2025,April,17:19,Afternoon,BA,BA2271,London Heathrow Airport,LHR,London,Munich Airport,MUC,Munich,Germany,Europe,SHORT,A320,Airbus 320,0,8,172,1,11,39
03-04-2025,April,17:24,Afternoon,BA,BA9490,London Heathrow Airport,LHR,London,Dubai International Airport,DXB,Dubai,UAE,Middle East,LONG,B787,Boeing 787,8,42,166,0,0,9
03-04-2025,April,17:30,Afternoon,BA,BA9205,London Heathrow Airport,LHR,London,Haneda Airport (Tokyo International Airport),HND,Tokyo,Japan,Asia,LONG,A350,Airbus 350,0,56,275,0,14,49
03-04-2025,April,17:44,Afternoon,BA,BA6911,London Heathrow Airport,LHR,London,O'Hare International Airport,ORD,Chicago,USA,North America,LONG,B787,Boeing 787,0,35,179,1,12,42
03-04-2025,April,17:53,Afternoon,BA,BA2053,London Heathrow Airport,LHR,London,Adolfo Suárez Madrid–Barajas Airport,MAD,Madrid,Spain,Europe,SHORT,A320,Airbus 320,0,7,173,2,12,41
03-04-2025,April,18:04,Evening,BA,BA4389,London Heathrow Airport,LHR,London,Munich Airport,MUC,Munich,Germany,Europe,SHORT,A320,Airbus 320,0,11,169,1,16,55
03-04-2025,April,18:16,Evening,BA,BA7147,London Heathrow Airport,LHR,London,Haneda Airport (Tokyo International Airport),HND,Tokyo,Japan,Asia,LONG,B777,Boeing 777,8,49,178,1,8,30
03-04-2025,April,19:20,Evening,BA,BA5038,London Heathrow Airport,LHR,London,Josep Tarradellas Barcelona-El Part Airport,BCN,Barcelona,Spain,Europe,SHORT,A320,Airbus 320,0,18,162,0,12,43
03-04-2025,April,19:42,Evening,BA,BA8853,London Heathrow Airport,LHR,London,Munich Airport,MUC,Munich,Germany,Europe,SHORT,A320,Airbus 320,0,4,176,2,7,27
03-04-2025,April,19:49,Evening,BA,BA4820,London Heathrow Airport,LHR,London,Frankfurt Airport,FRA,Frankfurt,Germany,Europe,SHORT,A320,Airbus 320,0,2,178,1,7,28
03-04-2025,April,19:55,Evening,BA,BA3334,London Heathrow Airport,LHR,London,Charles de Gaulle Airport,CDG,Paris,France,Europe,SHORT,A320,Airbus 320,0,6,174,0,17,55
03-04-2025,April,20:34,Evening,BA,BA5625,London Heathrow Airport,LHR,London,O'Hare International Airport,ORD,Chicago,USA,North America,LONG,B777,Boeing 777,0,32,300,0,7,28
03-04-2025,April,20:35,Evening,BA,BA6949,London Heathrow Airport,LHR,London,Adolfo Suárez Madrid–Barajas Airport,MAD,Madrid,Spain,Europe,SHORT,A320,Airbus 320,0,20,160,3,5,22
03-04-2025,April,20:54,Evening,BA,BA5991,London Heathrow Airport,LHR,London,O'Hare International Airport,ORD,Chicago,USA,North America,LONG,B787,Boeing 787,8,42,166,0,7,27
03-04-2025,April,21:01,Evening,BA,BA1869,London Heathrow Airport,LHR,London,O'Hare International Airport,ORD,Chicago,USA,North America,LONG,B777,Boeing 777,8,49,178,2,13,45
03-04-2025,April,21:31,Evening,BA,BA5396,London Heathrow Airport,LHR,London,Josep Tarradellas Barcelona-El Part Airport,BCN,Barcelona,Spain,Europe,SHORT,A320,Airbus 320,0,14,166,0,1,11
03-04-2025,April,21:38,Evening,BA,BA2878,London Heathrow Airport,LHR,London,Josep Tarradellas Barcelona-El Part Airport,BCN,Barcelona,Spain,Europe,SHORT,A320,Airbus 320,0,18,162,1,12,41
03-04-2025,April,22:14,Evening,BA,BA4076,London Heathrow Airport,LHR,London,Frankfurt Airport,FRA,Frankfurt,Germany,Europe,SHORT,A320,Airbus 320,0,7,173,2,10,36
03-04-2025,April,22:52,Evening,BA,BA5541,London Heathrow Airport,LHR,London,Los Angeles International Airport,LAX,Los Angeles,USA,North America,LONG,A350,Airbus 350,0,56,275,0,3,18
03-04-2025,April,22:56,Evening,BA,BA1576,London Heathrow Airport,LHR,London,Adolfo Suárez Madrid–Barajas Airport,MAD,Madrid,Spain,Europe,SHORT,A320,Airbus 320,0,15,165,1,17,56
04-04-2025,April,14:13,Afternoon,BA,BA7323,London Heathrow Airport,LHR,London,Zurich Airport,ZRH,Zurich,Switzerland,Europe,SHORT,A320,Airbus 320,0,20,160,0,6,26
04-04-2025,April,14:35,Afternoon,BA,BA4294,London Heathrow Airport,LHR,London,Adolfo Suárez Madrid–Barajas Airport,MAD,Madrid,Spain,Europe,SHORT,A320,Airbus 320,0,2,178,2,9,35
04-04-2025,April,14:44,Afternoon,BA,BA8215,London Heathrow Airport,LHR,London,Los Angeles International Airport,LAX,Los Angeles,USA,North America,LONG,A380,Airbus 380,14,97,358,1,7,29
04-04-2025,April,14:54,Afternoon,BA,BA3046,London Heathrow Airport,LHR,London,Zurich Airport,ZRH,Zurich,Switzerland,Europe,SHORT,A320,Airbus 320,0,9,171,0,17,56
04-04-2025,April,14:55,Afternoon,BA,BA2801,London Heathrow Airport,LHR,London,Zurich Airport,ZRH,Zurich,Switzerland,Europe,SHORT,A320,Airbus 320,0,14,166,2,7,27
04-04-2025,April,15:03,Afternoon,BA,BA1791,London Heathrow Airport,LHR,London,John F. Kennedy International Airport,JFK,New York City,USA,North America,LONG,B787,Boeing 787,8,42,166,2,12,42
04-04-2025,April,15:14,Afternoon,BA,BA3364,London Heathrow Airport,LHR,London,Adolfo Suárez Madrid–Barajas Airport,MAD,Madrid,Spain,Europe,SHORT,A320,Airbus 320,0,2,178,0,0,0
04-04-2025,April,15:19,Afternoon,BA,BA2681,London Heathrow Airport,LHR,London,Haneda Airport (Tokyo International Airport),HND,Tokyo,Japan,Asia,LONG,B777,Boeing 777,0,32,304,1,2,13
04-04-2025,April,16:39,Afternoon,BA,BA6470,London Heathrow Airport,LHR,London,Frankfurt Airport,FRA,Frankfurt,Germany,Europe,SHORT,A320,Airbus 320,0,14,166,1,16,54
04-04-2025,April,16:50,Afternoon,BA,BA8904,London Heathrow Airport,LHR,London,Haneda Airport (Tokyo International Airport),HND,Tokyo,Japan,Asia,LONG,B777,Boeing 777,0,32,300,0,2,15
04-04-2025,April,16:50,Afternoon,BA,BA4613,London Heathrow Airport,LHR,London,Istanbul Airport,IST,Istanbul,Turkey,Europe,SHORT,A320,Airbus 320,0,1,179,2,14,48
04-04-2025,April,17:33,Afternoon,BA,BA3198,London Heathrow Airport,LHR,London,Istanbul Airport,IST,Istanbul,Turkey,Europe,SHORT,A320,Airbus 320,0,4,176,1,8,31
04-04-2025,April,17:40,Afternoon,BA,BA2680,London Heathrow Airport,LHR,London,Munich Airport,MUC,Munich,Germany,Europe,SHORT,A320,Airbus 320,0,16,164,1,9,34
04-04-2025,April,17:55,Afternoon,BA,BA9856,London Heathrow Airport,LHR,London,Vienna International Airport,VIE,Vienna,Austria,Europe,SHORT,A320,Airbus 320,0,18,162,0,11,41
04-04-2025,April,18:05,Evening,BA,BA1110,London Heathrow Airport,LHR,London,Dallas/Fort Worth International Airport,DFW,Dallas,USA,North America,LONG,B777,Boeing 777,0,32,300,0,11,39
04-04-2025,April,18:45,Evening,BA,BA8958,London Heathrow Airport,LHR,London,Charles de Gaulle Airport,CDG,Paris,France,Europe,SHORT,A320,Airbus 320,0,17,163,0,5,23
04-04-2025,April,18:55,Evening,BA,BA7286,London Heathrow Airport,LHR,London,Frankfurt Airport,FRA,Frankfurt,Germany,Europe,SHORT,A320,Airbus 320,0,7,173,0,15,51
04-04-2025,April,19:20,Evening,BA,BA6122,London Heathrow Airport,LHR,London,Vienna International Airport,VIE,Vienna,Austria,Europe,SHORT,A320,Airbus 320,0,20,160,1,8,30
04-04-2025,April,19:22,Evening,BA,BA7310,London Heathrow Airport,LHR,London,Haneda Airport (Tokyo International Airport),HND,Tokyo,Japan,Asia,LONG,B787,Boeing 787,8,42,166,0,6,27
04-04-2025,April,20:16,Evening,BA,BA4808,London Heathrow Airport,LHR,London,O'Hare International Airport,ORD,Chicago,USA,North America,LONG,B787,Boeing 787,8,48,200,0,10,36
04-04-2025,April,20:23,Evening,BA,BA4927,London Heathrow Airport,LHR,London,Josep Tarradellas Barcelona-El Part Airport,BCN,Barcelona,Spain,Europe,SHORT,A320,Airbus 320,0,13,167,0,18,58
04-04-2025,April,20:51,Evening,BA,BA4904,London Heathrow Airport,LHR,London,Los Angeles International Airport,LAX,Los Angeles,USA,North America,LONG,A380,Airbus 380,14,97,358,0,12,43
04-04-2025,April,21:02,Evening,BA,BA2234,London Heathrow Airport,LHR,London,Zurich Airport,ZRH,Zurich,Switzerland,Europe,SHORT,A320,Airbus 320,0,3,177,1,8,32
04-04-2025,April,21:03,Evening,BA,BA8738,London Heathrow Airport,LHR,London,Josep Tarradellas Barcelona-El Part Airport,BCN,Barcelona,Spain,Europe,SHORT,A320,Airbus 320,0,5,175,0,14,47
04-04-2025,April,21:53,Evening,BA,BA8182,London Heathrow Airport,LHR,London,Zurich Airport,ZRH,Zurich,Switzerland,Europe,SHORT,A320,Airbus 320,0,7,173,0,11,40
04-04-2025,April,22:00,Evening,BA,BA5883,London Heathrow Airport,LHR,London,O'Hare International Airport,ORD,Chicago,USA,North America,LONG,B777,Boeing 777,0,32,304,0,9,34
04-04-2025,April,22:15,Evening,BA,BA8880,London Heathrow Airport,LHR,London,Amsterdam Airport Schiphol,AMS,Amsterdam,Netherlands,Europe,SHORT,A320,Airbus 320,0,3,177,0,19,62
04-04-2025,April,22:41,Evening,BA,BA7338,London Heathrow Airport,LHR,London,Vienna International Airport,VIE,Vienna,Austria,Europe,SHORT,A320,Airbus 320,0,15,165,0,5,21
05-04-2025,April,14:19,Afternoon,BA,BA4858,London Heathrow Airport,LHR,London,Dubai International Airport,DXB,Dubai,UAE,Middle East,LONG,B777,Boeing 777,0,48,224,1,16,53
05-04-2025,April,15:42,Afternoon,BA,BA3048,London Heathrow Airport,LHR,London,O'Hare International Airport,ORD,Chicago,USA,North America,LONG,B777,Boeing 777,0,32,304,0,11,38
05-04-2025,April,16:20,Afternoon,BA,BA7119,London Heathrow Airport,LHR,London,Adolfo Suárez Madrid–Barajas Airport,MAD,Madrid,Spain,Europe,SHORT,A320,Airbus 320,0,15,165,0,15,51
05-04-2025,April,16:58,Afternoon,BA,BA5375,London Heathrow Airport,LHR,London,Josep Tarradellas Barcelona-El Part Airport,BCN,Barcelona,Spain,Europe,SHORT,A320,Airbus 320,0,19,161,0,4,19
05-04-2025,April,17:32,Afternoon,BA,BA6871,London Heathrow Airport,LHR,London,O'Hare International Airport,ORD,Chicago,USA,North America,LONG,B787,Boeing 787,8,42,166,0,7,28
05-04-2025,April,18:25,Evening,BA,BA4817,London Heathrow Airport,LHR,London,Zurich Airport,ZRH,Zurich,Switzerland,Europe,SHORT,A320,Airbus 320,0,15,165,1,0,8
05-04-2025,April,18:26,Evening,BA,BA2380,London Heathrow Airport,LHR,London,Munich Airport,MUC,Munich,Germany,Europe,SHORT,A320,Airbus 320,0,0,180,0,0,0
05-04-2025,April,18:47,Evening,BA,BA1502,London Heathrow Airport,LHR,London,Istanbul Airport,IST,Istanbul,Turkey,Europe,SHORT,A320,Airbus 320,0,0,180,0,12,41
05-04-2025,April,19:11,Evening,BA,BA8427,London Heathrow Airport,LHR,London,John F. Kennedy International Airport,JFK,New York City,USA,North America,LONG,A380,Airbus 380,14,97,358,0,14,48
05-04-2025,April,19:46,Evening,BA,BA5944,London Heathrow Airport,LHR,London,Josep Tarradellas Barcelona-El Part Airport,BCN,Barcelona,Spain,Europe,SHORT,A320,Airbus 320,0,2,178,0,2,15
05-04-2025,April,20:21,Evening,BA,BA5073,London Heathrow Airport,LHR,London,Vienna International Airport,VIE,Vienna,Austria,Europe,SHORT,A320,Airbus 320,0,6,174,1,5,23
05-04-2025,April,20:32,Evening,BA,BA1596,London Heathrow Airport,LHR,London,Frankfurt Airport,FRA,Frankfurt,Germany,Europe,SHORT,A320,Airbus 320,0,9,171,0,10,37
05-04-2025,April,20:44,Evening,BA,BA7200,London Heathrow Airport,LHR,London,Los Angeles International Airport,LAX,Los Angeles,USA,North America,LONG,B787,Boeing 787,8,48,200,0,13,44
05-04-2025,April,20:46,Evening,BA,BA8587,London Heathrow Airport,LHR,London,Charles de Gaulle Airport,CDG,Paris,France,Europe,SHORT,A320,Airbus 320,0,18,162,0,6,26
05-04-2025,April,20:56,Evening,BA,BA3101,London Heathrow Airport,LHR,London,John F. Kennedy International Airport,JFK,New York City,USA,North America,LONG,B777,Boeing 777,0,32,304,1,14,49
05-04-2025,April,21:22,Evening,BA,BA6115,London Heathrow Airport,LHR,London,Josep Tarradellas Barcelona-El Part Airport,BCN,Barcelona,Spain,Europe,SHORT,A320,Airbus 320,0,0,180,1,15,51
05-04-2025,April,21:24,Evening,BA,BA3139,London Heathrow Airport,LHR,London,Los Angeles International Airport,LAX,Los Angeles,USA,North America,LONG,B777,Boeing 777,0,48,224,0,10,36
05-04-2025,April,21:30,Evening,BA,BA5377,London Heathrow Airport,LHR,London,Haneda Airport (Tokyo International Airport),HND,Tokyo,Japan,Asia,LONG,A380,Airbus 380,14,97,358,0,13,44
05-04-2025,April,21:40,Evening,BA,BA2237,London Heathrow Airport,LHR,London,Amsterdam Airport Schiphol,AMS,Amsterdam,Netherlands,Europe,SHORT,A320,Airbus 320,0,6,174,1,0,8
05-04-2025,April,21:44,Evening,BA,BA7533,London Heathrow Airport,LHR,London,Amsterdam Airport Schiphol,AMS,Amsterdam,Netherlands,Europe,SHORT,A320,Airbus 320,0,2,178,0,4,20
05-04-2025,April,22:21,Evening,BA,BA9701,London Heathrow Airport,LHR,London,John F. Kennedy International Airport,JFK,New York City,USA,North America,LONG,B777,Boeing 777,0,32,300,0,13,44
06-04-2025,April,14:00,Afternoon,BA,BA9189,London Heathrow Airport,LHR,London,Dallas/Fort Worth International Airport,DFW,Dallas,USA,North America,LONG,B777,Boeing 777,8,49,178,1,7,27
06-04-2025,April,14:11,Afternoon,BA,BA3395,London Heathrow Airport,LHR,London,Charles de Gaulle Airport,CDG,Paris,France,Europe,SHORT,A320,Airbus 320,0,14,166,1,0,3
06-04-2025,April,14:36,Afternoon,BA,BA3715,London Heathrow Airport,LHR,London,Dallas/Fort Worth International Airport,DFW,Dallas,USA,North America,LONG,A350,Airbus 350,0,56,275,0,12,41
06-04-2025,April,14:59,Afternoon,BA,BA9337,London Heathrow Airport,LHR,London,Munich Airport,MUC,Munich,Germany,Europe,SHORT,A320,Airbus 320,0,1,179,2,9,35
06-04-2025,April,15:00,Afternoon,BA,BA6331,London Heathrow Airport,LHR,London,Charles de Gaulle Airport,CDG,Paris,France,Europe,SHORT,A320,Airbus 320,0,8,172,0,3,18
06-04-2025,April,15:18,Afternoon,BA,BA2143,London Heathrow Airport,LHR,London,Zurich Airport,ZRH,Zurich,Switzerland,Europe,SHORT,A320,Airbus 320,0,6,174,2,4,18
06-04-2025,April,15:51,Afternoon,BA,BA9041,London Heathrow Airport,LHR,London,Adolfo Suárez Madrid–Barajas Airport,MAD,Madrid,Spain,Europe,SHORT,A320,Airbus 320,0,6,174,0,9,33
06-04-2025,April,15:53,Afternoon,BA,BA4711,London Heathrow Airport,LHR,London,John F. Kennedy International Airport,JFK,New York City,USA,North America,LONG,A350,Airbus 350,0,56,275,0,7,29
06-04-2025,April,16:09,Afternoon,BA,BA4079,London Heathrow Airport,LHR,London,Istanbul Airport,IST,Istanbul,Turkey,Europe,SHORT,A320,Airbus 320,0,9,171,0,16,54
06-04-2025,April,16:11,Afternoon,BA,BA6491,London Heathrow Airport,LHR,London,Munich Airport,MUC,Munich,Germany,Europe,SHORT,A320,Airbus 320,0,1,179,0,8,30
06-04-2025,April,16:33,Afternoon,BA,BA2118,London Heathrow Airport,LHR,London,Munich Airport,MUC,Munich,Germany,Europe,SHORT,A320,Airbus 320,0,1,179,2,5,24
06-04-2025,April,16:53,Afternoon,BA,BA7182,London Heathrow Airport,LHR,London,Zurich Airport,ZRH,Zurich,Switzerland,Europe,SHORT,A320,Airbus 320,0,6,174,0,8,32
06-04-2025,April,17:54,Afternoon,BA,BA3999,London Heathrow Airport,LHR,London,John F. Kennedy International Airport,JFK,New York City,USA,North America,LONG,B787,Boeing 787,8,42,166,0,7,28
06-04-2025,April,18:24,Evening,BA,BA1397,London Heathrow Airport,LHR,London,Dallas/Fort Worth International Airport,DFW,Dallas,USA,North America,LONG,B777,Boeing 777,0,32,304,2,6,24
06-04-2025,April,18:29,Evening,BA,BA6209,London Heathrow Airport,LHR,London,Haneda Airport (Tokyo International Airport),HND,Tokyo,Japan,Asia,LONG,B777,Boeing 777,0,32,300,2,4,20
06-04-2025,April,18:37,Evening,BA,BA2517,London Heathrow Airport,LHR,London,Dubai International Airport,DXB,Dubai,UAE,Middle East,LONG,B787,Boeing 787,0,35,179,0,12,42
06-04-2025,April,19:09,Evening,BA,BA4422,London Heathrow Airport,LHR,London,Amsterdam Airport Schiphol,AMS,Amsterdam,Netherlands,Europe,SHORT,A320,Airbus 320,0,4,176,0,8,30
06-04-2025,April,19:09,Evening,BA,BA9815,London Heathrow Airport,LHR,London,Zurich Airport,ZRH,Zurich,Switzerland,Europe,SHORT,A320,Airbus 320,0,7,173,0,5,23
06-04-2025,April,19:32,Evening,BA,BA9443,London Heathrow Airport,LHR,London,O'Hare International Airport,ORD,Chicago,USA,North America,LONG,B777,Boeing 777,8,49,178,1,17,55
06-04-2025,April,20:02,Evening,BA,BA6001,London Heathrow Airport,LHR,London,Los Angeles International Airport,LAX,Los Angeles,USA,North America,LONG,B777,Boeing 777,8,49,178,0,8,31
06-04-2025,April,20:15,Evening,BA,BA2417,London Heathrow Airport,LHR,London,Vienna International Airport,VIE,Vienna,Austria,Europe,SHORT,A320,Airbus 320,0,12,168,1,0,0
06-04-2025,April,21:01,Evening,BA,BA8547,London Heathrow Airport,LHR,London,Josep Tarradellas Barcelona-El Part Airport,BCN,Barcelona,Spain,Europe,SHORT,A320,Airbus 320,0,4,176,0,7,29
06-04-2025,April,21:21,Evening,BA,BA8265,London Heathrow Airport,LHR,London,Adolfo Suárez Madrid–Barajas Airport,MAD,Madrid,Spain,Europe,SHORT,A320,Airbus 320,0,7,173,0,10,36
06-04-2025,April,21:54,Evening,BA,BA4277,London Heathrow Airport,LHR,London,Los Angeles International Airport,LAX,Los Angeles,USA,North America,LONG,B777,Boeing 777,0,32,300,4,8,30
06-04-2025,April,22:00,Evening,BA,BA3179,London Heathrow Airport,LHR,London,Dallas/Fort Worth International Airport,DFW,Dallas,USA,North America,LONG,A350,Airbus 350,0,56,275,2,5,23
06-04-2025,April,22:09,Evening,BA,BA4023,London Heathrow Airport,LHR,London,Charles de Gaulle Airport,CDG,Paris,France,Europe,SHORT,A320,Airbus 320,0,4,176,0,2,13
06-04-2025,April,22:10,Evening,BA,BA4503,London Heathrow Airport,LHR,London,Charles de Gaulle Airport,CDG,Paris,France,Europe,SHORT,A320,Airbus 320,0,17,163,1,2,15
06-04-2025,April,22:23,Evening,BA,BA3411,London Heathrow Airport,LHR,London,John F. Kennedy International Airport,JFK,New York City,USA,North America,LONG,B777,Boeing 777,0,48,224,1,9,34
06-04-2025,April,22:50,Evening,BA,BA7346,London Heathrow Airport,LHR,London,John F. Kennedy International Airport,JFK,New York City,USA,North America,LONG,B787,Boeing 787,0,35,179,1,11,40
07-04-2025,April,14:29,Afternoon,BA,BA7379,London Heathrow Airport,LHR,London,Dubai International Airport,DXB,Dubai,UAE,Middle East,LONG,B777,Boeing 777,0,32,300,0,14,47
07-04-2025,April,14:52,Afternoon,BA,BA2674,London Heathrow Airport,LHR,London,Munich Airport,MUC,Munich,Germany,Europe,SHORT,A320,Airbus 320,0,0,180,0,6,25
07-04-2025,April,15:20,Afternoon,BA,BA7299,London Heathrow Airport,LHR,London,Amsterdam Airport Schiphol,AMS,Amsterdam,Netherlands,Europe,SHORT,A320,Airbus 320,0,15,165,0,7,29
07-04-2025,April,15:25,Afternoon,BA,BA7658,London Heathrow Airport,LHR,London,Vienna International Airport,VIE,Vienna,Austria,Europe,SHORT,A320,Airbus 320,0,9,171,0,0,0
07-04-2025,April,15:33,Afternoon,BA,BA4964,London Heathrow Airport,LHR,London,John F. Kennedy International Airport,JFK,New York City,USA,North America,LONG,B777,Boeing 777,0,32,300,1,19,62
07-04-2025,April,15:48,Afternoon,BA,BA1403,London Heathrow Airport,LHR,London,Charles de Gaulle Airport,CDG,Paris,France,Europe,SHORT,A320,Airbus 320,0,9,171,0,8,30
07-04-2025,April,17:00,Afternoon,BA,BA7607,London Heathrow Airport,LHR,London,John F. Kennedy International Airport,JFK,New York City,USA,North America,LONG,B787,Boeing 787,0,35,179,0,9,34
07-04-2025,April,17:15,Afternoon,BA,BA3700,London Heathrow Airport,LHR,London,Zurich Airport,ZRH,Zurich,Switzerland,Europe,SHORT,A320,Airbus 320,0,1,179,1,12,41
07-04-2025,April,17:56,Afternoon,BA,BA9045,London Heathrow Airport,LHR,London,Frankfurt Airport,FRA,Frankfurt,Germany,Europe,SHORT,A320,Airbus 320,0,2,178,0,16,55
07-04-2025,April,17:57,Afternoon,BA,BA5720,London Heathrow Airport,LHR,London,Vienna International Airport,VIE,Vienna,Austria,Europe,SHORT,A320,Airbus 320,0,12,168,0,1,10
07-04-2025,April,18:17,Evening,BA,BA3424,London Heathrow Airport,LHR,London,Haneda Airport (Tokyo International Airport),HND,Tokyo,Japan,Asia,LONG,B777,Boeing 777,0,48,224,1,9,33
07-04-2025,April,18:48,Evening,BA,BA1683,London Heathrow Airport,LHR,London,Los Angeles International Airport,LAX,Los Angeles,USA,North America,LONG,B777,Boeing 777,0,32,300,0,10,36
07-04-2025,April,18:52,Evening,BA,BA8563,London Heathrow Airport,LHR,London,Josep Tarradellas Barcelona-El Part Airport,BCN,Barcelona,Spain,Europe,SHORT,A320,Airbus 320,0,11,169,2,2,13
